symbol,session_date,side,entry_ts,entry_price,stop,target,exit_ts,exit_price,exit_reason,minutes_since_open_at_entry,tod_bucket_at_entry,r_multiple,pnl_bps
AAPL,2025-08-07,short,2025-08-07 10:15:00-04:00,218.21,215.69,205.59,2025-08-07 10:16:00-04:00,215.69,stop,45,mid_morning_45_120,,109.4850831767568
AAPL,2025-08-12,short,2025-08-12 10:41:00-04:00,228.37,231.0,224.76,2025-08-12 15:59:00-04:00,229.64,eod,71,mid_morning_45_120,-0.4828897338402981,-61.61150764110793
AAPL,2025-08-21,long,2025-08-21 10:18:00-04:00,226.0,224.76,230.47,2025-08-21 11:12:00-04:00,224.76,stop,48,mid_morning_45_120,-1.0,-60.867256637168545
AAPL,2025-08-26,long,2025-08-26 10:15:00-04:00,225.82,225.41,229.3,2025-08-26 15:59:00-04:00,229.3,target,45,mid_morning_45_120,8.487804878048895,148.1050394119218
AAPL,2025-08-27,short,2025-08-27 10:18:00-04:00,229.4501,230.47,224.69,2025-08-27 10:37:00-04:00,230.47,stop,48,mid_morning_45_120,-1.0,-50.449751819677
AAPL,2025-09-02,long,2025-09-02 10:00:00-04:00,230.455,229.335,233.38,2025-09-02 10:43:00-04:00,229.335,stop,30,sneaky_window_15_45,-1.0,-54.59950966566161
AAPL,2025-09-16,short,2025-09-16 10:30:00-04:00,239.48,238.7805,235.03,2025-09-16 10:31:00-04:00,238.7805,stop,60,mid_morning_45_120,,23.209119759478888
AAPL,2025-09-19,short,2025-09-19 10:19:00-04:00,240.35,241.22,236.65,2025-09-19 10:27:00-04:00,241.22,stop,49,mid_morning_45_120,-1.0,-42.197212398585584
AAPL,2025-09-30,short,2025-09-30 10:16:00-04:00,254.62,257.6,253.01,2025-09-30 15:59:00-04:00,254.56,eod,46,mid_morning_45_120,0.020134228187920104,-3.6435472468776107
AAPL,2025-10-01,short,2025-10-01 11:12:00-04:00,255.26,257.6,253.11,2025-10-01 15:59:00-04:00,255.41,eod,102,mid_morning_45_120,-0.06410256410256567,-11.876361357047939
AAPL,2025-10-03,long,2025-10-03 11:41:00-04:00,259.05,253.11,258.18,2025-10-03 11:42:00-04:00,258.18,target,131,midday_120_240,-0.1464646464646473,-39.58425014475987
AAPL,2025-10-09,long,2025-10-09 10:15:00-04:00,255.63,255.43,258.52,2025-10-09 10:16:00-04:00,255.43,stop,45,mid_morning_45_120,-1.0,-13.823807847278827
AAPL,2025-10-14,long,2025-10-14 10:04:00-04:00,246.34,244.0,249.69,2025-10-14 15:59:00-04:00,247.85,eod,34,sneaky_window_15_45,0.6452991452991405,55.29739384590367
AAPL,2025-10-15,short,2025-10-15 10:40:00-04:00,250.77,249.69,244.7,2025-10-15 10:41:00-04:00,249.69,stop,70,mid_morning_45_120,,37.06735255413377
AAPL,2025-10-16,long,2025-10-16 10:31:00-04:00,247.73,244.7,251.82,2025-10-16 15:59:00-04:00,247.43,eod,61,mid_morning_45_120,-0.09900990099009334,-18.109958422475394
AAPL,2025-10-17,short,2025-10-17 10:36:00-04:00,249.1701,251.82,245.13,2025-10-17 14:08:00-04:00,251.82,stop,66,mid_morning_45_120,-1.0,-112.34903626077136
AAPL,2025-10-27,short,2025-10-27 10:15:00-04:00,266.21,265.29,259.18,2025-10-27 10:16:00-04:00,265.29,stop,45,mid_morning_45_120,,28.55918260020131
AAPL,2025-11-05,long,2025-11-05 10:06:00-05:00,269.57,266.25,271.486,2025-11-05 14:11:00-05:00,271.486,target,36,sneaky_window_15_45,0.57710843373494,65.07615832622312
AAPL,2025-11-07,long,2025-11-07 10:00:00-05:00,270.2,266.93,273.4,2025-11-07 15:06:00-05:00,266.93,stop,30,sneaky_window_15_45,-1.0,-127.0214655810504
AAPL,2025-11-13,short,2025-11-13 10:11:00-05:00,274.3001,275.91,271.7,2025-11-13 15:59:00-05:00,273.05,eod,41,sneaky_window_15_45,0.7765078576308745,39.57417222961183
AAPL,2025-11-14,long,2025-11-14 10:00:00-05:00,273.0817,271.7,276.699,2025-11-14 15:59:00-05:00,272.6,eod,30,sneaky_window_15_45,-0.34862850112179283,-23.63940974440943
AAPL,2025-11-18,short,2025-11-18 10:04:00-05:00,266.45,275.96,265.73,2025-11-18 10:05:00-05:00,265.73,target,34,sneaky_window_15_45,0.07570977917980769,21.021955338711596
AAPL,2025-11-20,short,2025-11-20 10:15:00-05:00,273.57,275.96,265.5,2025-11-20 15:59:00-05:00,266.38,eod,45,mid_morning_45_120,3.0083682008368364,256.8212157765836
AAPL,2025-11-21,long,2025-11-21 10:22:00-05:00,269.68,265.5,275.43,2025-11-21 15:59:00-05:00,271.5,eod,52,mid_morning_45_120,0.43540669856459097,61.487392465143614
AAPL,2025-11-24,short,2025-11-24 10:06:00-05:00,272.76,275.43,265.67,2025-11-24 13:05:00-05:00,275.43,stop,36,sneaky_window_15_45,-1.0,-103.88825340959144
AAPL,2025-11-25,short,2025-11-25 10:02:00-05:00,277.91,277.32,270.9,2025-11-25 10:03:00-05:00,277.32,stop,32,sneaky_window_15_45,,15.229894570185735
AAPL,2025-12-08,long,2025-12-08 10:20:00-05:00,278.37,276.14,281.14,2025-12-08 15:59:00-05:00,277.96,eod,50,mid_morning_45_120,-0.18385650224216218,-20.728598627726587
AAPL,2025-12-09,short,2025-12-09 10:00:00-05:00,278.401,281.14,276.15,2025-12-09 15:59:00-05:00,277.26,eod,30,sneaky_window_15_45,0.41657539247901776,34.98404818948278
AAPL,2025-12-11,long,2025-12-11 10:15:00-05:00,276.24,276.15,279.75,2025-12-11 10:16:00-05:00,276.15,stop,45,mid_morning_45_120,-1.0,-9.25803649000984
AAPL,2025-12-17,short,2025-12-17 10:44:00-05:00,274.97,280.15,271.79,2025-12-17 15:58:00-05:00,271.79,target,74,mid_morning_45_120,0.6138996138996211,109.64897988871536
AAPL,2025-12-18,long,2025-12-18 10:23:00-05:00,269.63,270.9,276.16,2025-12-18 10:24:00-05:00,270.9,stop,53,mid_morning_45_120,,41.10158365167014
AAPL,2025-12-23,long,2025-12-23 11:19:00-05:00,271.93,269.9,273.88,2025-12-23 15:59:00-05:00,272.32,eod,109,mid_morning_45_120,0.19211822660097572,8.341926231014833
AAPL,2026-01-02,short,2026-01-02 10:15:00-05:00,275.51,274.08,271.75,2026-01-02 10:16:00-05:00,274.08,stop,45,mid_morning_45_120,,45.903742150920365
AAPL,2026-01-05,long,2026-01-05 10:04:00-05:00,270.145,266.95,277.84,2026-01-05 12:27:00-05:00,266.95,stop,34,sneaky_window_15_45,-1.0,-124.26981806067089
AAPL,2026-01-06,long,2026-01-06 10:00:00-05:00,264.69,265.67,271.51,2026-01-06 10:01:00-05:00,265.67,stop,30,sneaky_window_15_45,,31.024443688844237
AAPL,2026-01-07,long,2026-01-07 10:18:00-05:00,262.13,259.18,267.55,2026-01-07 15:59:00-05:00,260.36,eod,48,mid_morning_45_120,-0.5999999999999961,-73.52374775874497
AAPL,2026-01-08,long,2026-01-08 10:43:00-05:00,257.06,259.18,263.68,2026-01-08 10:44:00-05:00,259.18,stop,73,mid_morning_45_120,,76.47101843927506
AAPL,2026-01-09,short,2026-01-09 10:00:00-05:00,256.38,263.68,255.7,2026-01-09 15:59:00-05:00,259.33,eod,30,sneaky_window_15_45,-0.40410958904109373,-121.06357750214481
AAPL,2026-01-13,short,2026-01-13 10:01:00-05:00,259.52,263.68,256.8,2026-01-13 15:59:00-05:00,261.05,eod,31,sneaky_window_15_45,-0.36778846153846645,-64.95499383477303
AAPL,2026-01-14,short,2026-01-14 10:00:00-05:00,259.05,263.68,258.39,2026-01-14 10:48:00-05:00,258.39,target,30,sneaky_window_15_45,0.14254859611231654,19.47770700637039
AAPL,2026-01-20,long,2026-01-20 11:00:00-05:00,251.74,247.27,258.9,2026-01-20 14:33:00-05:00,247.27,stop,90,mid_morning_45_120,-1.0,-183.56415349169774
AAPL,2026-01-23,long,2026-01-23 10:02:00-05:00,246.28,245.18,251.0,2026-01-23 15:59:00-05:00,247.97,eod,32,sneaky_window_15_45,1.5363636363636421,62.62108169563089
AAPL,2026-01-27,short,2026-01-27 10:20:00-05:00,259.95,258.9,249.8,2026-01-27 10:21:00-05:00,258.9,stop,50,mid_morning_45_120,,34.39238315060633
AAPL,2026-01-28,long,2026-01-28 10:16:00-05:00,256.75,249.8,261.95,2026-01-28 15:59:00-05:00,256.44,eod,46,mid_morning_45_120,-0.04460431654676299,-18.07400194741976
AAPL,2026-01-29,short,2026-01-29 10:41:00-05:00,255.49,261.95,254.51,2026-01-29 10:50:00-05:00,254.51,target,71,mid_morning_45_120,0.15170278637771228,32.35766566206185
AAPL,2026-01-30,long,2026-01-30 10:00:00-05:00,256.39,249.8,259.65,2026-01-30 15:25:00-05:00,259.65,target,30,sneaky_window_15_45,0.4946889226100157,121.1500448535431
AAPL,2026-02-04,short,2026-02-04 10:17:00-05:00,274.81,277.84,267.61,2026-02-04 15:26:00-05:00,277.84,stop,47,mid_morning_45_120,-1.0,-116.25799643389878
AAPL,2026-02-06,short,2026-02-06 10:15:00-05:00,279.04,280.15,273.23,2026-02-06 15:59:00-05:00,278.03,eod,45,mid_morning_45_120,0.9099099099099883,30.19552752293749
AAPL,2026-02-11,short,2026-02-11 10:15:00-05:00,275.77,278.2,272.94,2026-02-11 10:32:00-05:00,278.2,stop,45,mid_morning_45_120,-1.0,-94.11690901838514
AAPL,2026-02-13,long,2026-02-13 10:29:00-05:00,260.7,259.205,275.72,2026-02-13 10:46:00-05:00,259.205,stop,59,mid_morning_45_120,-1.0,-63.34560797851955
AAPL,2026-02-19,long,2026-02-19 11:21:00-05:00,264.35,255.54,266.82,2026-02-19 15:59:00-05:00,260.51,eod,111,mid_morning_45_120,-0.4358683314415458,-151.261963306224
AAPL,2026-02-20,long,2026-02-20 10:44:00-05:00,262.35,255.54,264.48,2026-02-20 11:51:00-05:00,264.48,target,74,mid_morning_45_120,0.3127753303964737,75.18925100057157
AAPL,2026-02-24,short,2026-02-24 10:07:00-05:00,273.63,275.72,263.381,2026-02-24 15:59:00-05:00,272.17,eod,37,sneaky_window_15_45,0.698564593301415,47.356722581587526
AAPL,2026-02-26,short,2026-02-26 10:01:00-05:00,273.45,275.72,271.05,2026-02-26 10:24:00-05:00,271.05,target,31,sneaky_window_15_45,1.0572687224669324,81.76741634668046
AAPL,2026-02-27,long,2026-02-27 10:00:00-05:00,271.3,267.71,276.11,2026-02-27 12:16:00-05:00,267.71,stop,30,sneaky_window_15_45,-1.0,-138.3258385551062
AAPL,2026-03-02,long,2026-03-02 10:00:00-05:00,263.39,258.16,272.81,2026-03-02 15:59:00-05:00,264.6,eod,30,sneaky_window_15_45,0.2313575525812706,39.939481377426496
AAPL,2026-03-05,long,2026-03-05 10:00:00-05:00,260.03,260.13,266.15,2026-03-05 10:01:00-05:00,260.13,stop,30,sneaky_window_15_45,,-2.154289889627245
