date,coin,entry_price,exit_price,pnl_pct,exit_reason,hold_hours
2026-06-02 19:00,BONK/USD,5e-06,5e-06,-2.9863,stop_loss,4.0
2026-06-02 21:00,RENDER/USD,2.0523,2.12413,2.9838,take_profit,2.0
2026-06-02 22:00,ARB/USD,0.094025,0.091674,-2.9863,stop_loss,7.0
2026-06-03 05:00,ARB/USD,0.08975,0.092891,2.9838,take_profit,2.0
2026-06-03 14:00,SOL/USD,73.57505,71.735674,-2.9863,stop_loss,16.0
2026-06-04 02:00,WIF/USD,0.1748,0.17043,-2.9863,stop_loss,1.0
2026-06-04 02:00,BONK/USD,5e-06,5e-06,-2.9863,stop_loss,1.0
2026-06-04 02:00,RENDER/USD,2.04435,1.993241,-2.9863,stop_loss,1.0
2026-06-04 03:00,WIF/USD,0.174205,0.180302,2.9838,take_profit,1.0
2026-06-04 03:00,RENDER/USD,2.0417,2.11316,2.9838,take_profit,1.0
2026-06-04 04:00,BONK/USD,5e-06,5e-06,2.9838,take_profit,2.0
2026-06-04 05:00,RENDER/USD,2.03805,1.987099,-2.9863,stop_loss,1.0
2026-06-04 09:00,WIF/USD,0.171215,0.166935,-2.9863,stop_loss,2.0
2026-06-04 09:00,BONK/USD,5e-06,5e-06,-2.9863,stop_loss,2.0
2026-06-04 09:00,RENDER/USD,1.92675,1.878581,-2.9863,stop_loss,2.0
2026-06-04 11:00,WIF/USD,0.168125,0.163921,-2.9863,stop_loss,2.0
2026-06-04 11:00,RENDER/USD,1.88054,1.833527,-2.9863,stop_loss,2.0
2026-06-04 12:00,RENDER/USD,1.85626,1.921229,2.9838,take_profit,1.0
2026-06-04 13:00,ARB/USD,0.087538,0.090601,2.9838,take_profit,4.0
2026-06-04 21:00,RENDER/USD,1.9246,1.876485,-2.9863,stop_loss,1.0
2026-06-05 01:00,WIF/USD,0.165364,0.16123,-2.9863,stop_loss,4.0
2026-06-05 02:00,RENDER/USD,1.86112,1.814592,-2.9863,stop_loss,5.0
2026-06-05 03:00,BONK/USD,5e-06,5e-06,-2.9863,stop_loss,6.0
2026-06-05 05:00,WIF/USD,0.15879,0.164348,2.9838,take_profit,3.0
2026-06-05 05:00,RENDER/USD,1.7705,1.832467,2.9838,take_profit,3.0
2026-06-05 06:00,BONK/USD,5e-06,4e-06,-2.9863,stop_loss,3.0
2026-06-05 06:00,WIF/USD,0.158845,0.154874,-2.9863,stop_loss,1.0
2026-06-05 06:00,RENDER/USD,1.7762,1.731795,-2.9863,stop_loss,1.0
