strategy,month,position,fwd_return,pnl
web_sentiment_only,2023-06-01,1.0,0.03273340072323205,0.03273340072323205
wisdom_aligned,2023-06-01,1.0,0.03273340072323205,0.03273340072323205
arbitrage_trust_price,2023-06-01,1.0,0.03273340072323205,0.03273340072323205
buy_hold,2023-07-01,1.0,-0.01625200729296028,-0.01625200729296028
price_math_only,2023-07-01,1.0,-0.01625200729296028,-0.01625200729296028
web_sentiment_only,2023-07-01,1.0,-0.01625200729296028,-0.01625200729296028
wisdom_aligned,2023-07-01,1.0,-0.01625200729296028,-0.01625200729296028
arbitrage_trust_price,2023-07-01,1.0,-0.01625200729296028,-0.01625200729296028
buy_hold,2023-08-01,1.0,-0.04743444885542669,-0.04743444885542669
price_math_only,2023-08-01,1.0,-0.04743444885542669,-0.04743444885542669
web_sentiment_only,2023-08-01,1.0,-0.04743444885542669,-0.04743444885542669
wisdom_aligned,2023-08-01,1.0,-0.04743444885542669,-0.04743444885542669
arbitrage_trust_price,2023-08-01,1.0,-0.04743444885542669,-0.04743444885542669
buy_hold,2023-09-01,1.0,-0.021708707559701,-0.021708707559701
price_math_only,2023-09-01,0.0,-0.021708707559701,-0.0
web_sentiment_only,2023-09-01,1.0,-0.021708707559701,-0.021708707559701
wisdom_aligned,2023-09-01,0.5,-0.021708707559701,-0.0108543537798505
arbitrage_trust_price,2023-09-01,0.0,-0.021708707559701,-0.0
buy_hold,2023-10-01,1.0,0.09134381202143604,0.09134381202143604
price_math_only,2023-10-01,0.0,0.09134381202143604,0.0
web_sentiment_only,2023-10-01,1.0,0.09134381202143604,0.09134381202143604
wisdom_aligned,2023-10-01,0.5,0.09134381202143604,0.04567190601071802
arbitrage_trust_price,2023-10-01,0.0,0.09134381202143604,0.0
buy_hold,2023-11-01,1.0,0.045655494319501555,0.045655494319501555
price_math_only,2023-11-01,1.0,0.045655494319501555,0.045655494319501555
web_sentiment_only,2023-11-01,0.0,0.045655494319501555,0.0
wisdom_aligned,2023-11-01,0.5,0.045655494319501555,0.022827747159750778
arbitrage_trust_price,2023-11-01,1.0,0.045655494319501555,0.045655494319501555
