date,coin,signal_type,entry_price,exit_price,pnl_pct,exit_reason,hold_hours
2026-01-21 19:15,DOT/USD,mean_reversion,1.89515,1.96148,2.9838,take_profit,1.0
2026-01-21 19:30,PEPE/USD,mean_reversion,5e-06,5e-06,2.9838,take_profit,0.5
2026-01-22 13:45,AAVE/USD,breakout,161.8385,157.792538,-2.9863,stop_loss,16.5
2026-01-22 14:30,ETH/USD,breakout,3026.2995,2950.642012,-2.9863,stop_loss,17.2
2026-01-22 15:00,SOL/USD,breakout,130.765,127.495875,-2.9863,stop_loss,17.8
2026-01-23 20:30,DOGE/USD,breakout,0.126525,0.123362,-2.9863,stop_loss,2.0
2026-01-23 20:30,SHIB/USD,breakout,8e-06,8e-06,-2.9863,stop_loss,1.8
2026-01-25 19:45,LTC/USD,mean_reversion,67.4055,65.720363,-2.9863,stop_loss,1.8
2026-01-28 12:00,AAVE/USD,breakout,157.9145,163.441508,2.9838,take_profit,14.5
2026-01-29 18:15,DOT/USD,mean_reversion,1.72905,1.789567,2.9838,take_profit,2.5
2026-01-30 01:30,SOL/USD,mean_reversion,117.87,114.92325,-2.9863,stop_loss,9.0
2026-01-30 01:30,BTC/USD,mean_reversion,85152.775,83023.955625,-2.9863,stop_loss,8.8
2026-01-30 01:30,SHIB/USD,mean_reversion,7e-06,7e-06,2.9838,take_profit,7.2
2026-01-31 16:45,UNI/USD,mean_reversion,3.995585,4.13543,2.9838,take_profit,1.8
2026-01-31 17:00,DOT/USD,mean_reversion,1.57625,1.536844,-2.9863,stop_loss,2.0
2026-01-31 17:00,PEPE/USD,mean_reversion,4e-06,4e-06,-2.9863,stop_loss,2.0
2026-01-31 17:00,UNI/USD,mean_reversion,3.9563,3.857393,-2.9863,stop_loss,0.2
2026-01-31 19:00,ETH/USD,mean_reversion,2377.695,2460.914325,2.9838,take_profit,0.2
2026-01-31 19:00,BCH/USD,mean_reversion,488.3025,505.393087,2.9838,take_profit,0.2
2026-01-31 19:15,LTC/USD,mean_reversion,58.1391,60.173968,2.9838,take_profit,0.2
2026-01-31 20:30,ETH/USD,mean_reversion,2414.19,2353.83525,-2.9863,stop_loss,1.5
2026-01-31 23:15,AVAX/USD,mean_reversion,9.772615,10.114657,2.9838,take_profit,4.5
2026-01-31 23:15,BCH/USD,mean_reversion,489.488,506.62008,2.9838,take_profit,4.0
2026-02-01 00:15,DOGE/USD,mean_reversion,0.101452,0.105002,2.9838,take_profit,3.8
2026-02-01 18:00,SOL/USD,mean_reversion,101.6,105.156,2.9838,take_profit,2.2
2026-02-01 18:00,LINK/USD,mean_reversion,9.528655,9.862158,2.9838,take_profit,2.2
2026-02-02 03:15,BCH/USD,mean_reversion,518.6345,505.668637,-2.9863,stop_loss,11.8
2026-02-02 20:00,DOGE/USD,breakout,0.108497,0.112294,2.9838,take_profit,5.0
2026-02-03 02:15,SHIB/USD,breakout,7e-06,7e-06,-2.9863,stop_loss,10.8
2026-02-03 02:45,LINK/USD,breakout,9.912845,9.665024,-2.9863,stop_loss,11.5
2026-02-03 16:15,DOGE/USD,breakout,0.110075,0.107323,-2.9863,stop_loss,0.5
2026-02-03 16:15,PEPE/USD,breakout,4e-06,4e-06,-2.9863,stop_loss,0.5
2026-02-03 19:30,ETH/USD,mean_reversion,2177.36,2253.5676,2.9838,take_profit,0.5
2026-02-03 20:30,SOL/USD,mean_reversion,98.670714,102.124189,2.9838,take_profit,2.5
2026-02-03 22:00,DOT/USD,breakout,1.5523,1.513492,-2.9863,stop_loss,1.2
2026-02-04 17:15,BTC/USD,mean_reversion,74491.9185,72629.620537,-2.9863,stop_loss,22.2
2026-02-04 19:45,AVAX/USD,mean_reversion,9.686225,10.025243,2.9838,take_profit,3.0
2026-02-04 19:45,UNI/USD,mean_reversion,3.7048,3.834468,2.9838,take_profit,3.0
2026-02-04 19:45,AAVE/USD,mean_reversion,119.869,124.064415,2.9838,take_profit,1.8
2026-02-04 22:00,BCH/USD,breakout,537.85,524.40375,-2.9863,stop_loss,2.2
2026-02-06 14:30,AVAX/USD,breakout,8.767135,9.073985,2.9838,take_profit,1.5
2026-02-06 14:30,DOGE/USD,breakout,0.094363,0.092003,-2.9863,stop_loss,1.2
2026-02-06 14:45,LINK/USD,breakout,8.54419,8.843237,2.9838,take_profit,0.2
2026-02-06 14:45,UNI/USD,breakout,3.41286,3.53231,2.9838,take_profit,0.2
2026-02-06 16:30,DOT/USD,breakout,1.328895,1.375406,2.9838,take_profit,3.5
2026-02-06 16:30,AVAX/USD,breakout,8.96838,9.282273,2.9838,take_profit,1.8
2026-02-06 16:45,SOL/USD,breakout,84.1097,87.053539,2.9838,take_profit,2.0
2026-02-06 20:30,ETH/USD,breakout,2035.345,2106.582075,2.9838,take_profit,3.8
2026-02-06 20:30,UNI/USD,breakout,3.537125,3.448697,-2.9863,stop_loss,3.8
2026-02-07 07:00,AVAX/USD,breakout,9.2558,9.024405,-2.9863,stop_loss,14.5
2026-02-08 03:15,PEPE/USD,breakout,4e-06,4e-06,-2.9863,stop_loss,9.0
2026-02-10 03:15,ETH/USD,breakout,2128.7895,2075.569762,-2.9863,stop_loss,8.5
2026-02-11 14:15,UNI/USD,breakout,4.26516,4.158531,-2.9863,stop_loss,0.2
2026-02-11 14:30,AVAX/USD,breakout,8.84731,8.626127,-2.9863,stop_loss,0.5
2026-02-11 14:30,DOT/USD,breakout,1.294165,1.261811,-2.9863,stop_loss,0.5
2026-02-11 14:45,PEPE/USD,breakout,4e-06,4e-06,-2.9863,stop_loss,0.5
2026-02-12 09:15,SOL/USD,mean_reversion,78.78,81.5373,2.9838,take_profit,15.2
2026-02-14 04:45,AAVE/USD,breakout,116.5615,120.641152,2.9838,take_profit,13.8
2026-02-14 11:00,ETH/USD,breakout,2019.634,2090.32119,2.9838,take_profit,20.0
2026-02-14 11:15,SHIB/USD,breakout,6e-06,7e-06,2.9838,take_profit,20.2
2026-02-14 16:45,DOGE/USD,breakout,0.101487,0.10504,2.9838,take_profit,2.2
2026-02-14 17:30,PEPE/USD,breakout,4e-06,5e-06,2.9838,take_profit,0.8
2026-02-14 21:00,DOGE/USD,breakout,0.106056,0.109768,2.9838,take_profit,3.0
2026-02-15 12:45,UNI/USD,breakout,3.62925,3.538519,-2.9863,stop_loss,20.0
2026-02-15 14:00,DOGE/USD,mean_reversion,0.109855,0.107109,-2.9863,stop_loss,1.0
2026-02-15 17:45,PEPE/USD,mean_reversion,5e-06,4e-06,-2.9863,stop_loss,4.8
2026-02-15 19:00,SOL/USD,mean_reversion,87.325,85.141875,-2.9863,stop_loss,5.5
2026-02-17 03:15,BCH/USD,breakout,579.944,565.4454,-2.9863,stop_loss,7.0
2026-02-19 01:00,DOGE/USD,mean_reversion,0.098232,0.10167,2.9838,take_profit,5.5
2026-02-19 01:00,UNI/USD,mean_reversion,3.40604,3.320889,-2.9863,stop_loss,4.2
2026-02-19 13:45,FIL/USD,mean_reversion,0.923275,0.900193,-2.9863,stop_loss,17.0
2026-02-20 15:00,RENDER/USD,mean_reversion,1.423785,1.473617,2.9838,take_profit,1.5
2026-02-20 16:15,AAVE/USD,mean_reversion,118.005,115.054875,-2.9863,stop_loss,1.0
2026-02-20 17:45,LTC/USD,breakout,55.2031,57.135209,2.9838,take_profit,1.0
2026-02-21 09:15,DOT/USD,breakout,1.3455,1.392592,2.9838,take_profit,18.0
2026-02-21 13:15,AVAX/USD,mean_reversion,9.00185,9.316915,2.9838,take_profit,23.2
2026-02-22 00:00,ARB/USD,mean_reversion,0.100243,0.097737,-2.9863,stop_loss,9.8
2026-02-25 13:45,LINK/USD,breakout,8.93413,9.246825,2.9838,take_profit,0.2
2026-02-25 14:45,DOGE/USD,breakout,0.096559,0.099939,2.9838,take_profit,1.5
2026-02-25 15:30,UNI/USD,breakout,3.71536,3.845398,2.9838,take_profit,1.8
2026-02-25 15:45,BTC/USD,breakout,67521.3,65833.2675,-2.9863,stop_loss,0.2
2026-02-25 16:45,AVAX/USD,breakout,9.47432,9.805921,2.9838,take_profit,3.5
2026-02-25 17:00,ETH/USD,breakout,1998.8,2068.758,2.9838,take_profit,2.2
2026-02-25 19:45,ADA/USD,breakout,0.2903,0.30046,2.9838,take_profit,4.0
2026-02-25 21:30,LINK/USD,breakout,9.44896,9.779674,2.9838,take_profit,4.8
2026-02-25 21:30,ARB/USD,breakout,0.102566,0.106155,2.9838,take_profit,3.5
2026-02-25 22:15,DOT/USD,breakout,1.72275,1.679681,-2.9863,stop_loss,0.8
2026-02-25 23:30,ADA/USD,breakout,0.30277,0.2952,-2.9863,stop_loss,3.8
2026-02-25 23:30,PEPE/USD,mean_reversion,4e-06,4e-06,-2.9863,stop_loss,1.0
2026-02-27 03:45,SOL/USD,mean_reversion,84.79545,87.763291,2.9838,take_profit,9.5
2026-02-27 13:30,AAVE/USD,mean_reversion,115.9835,113.083912,-2.9863,stop_loss,0.5
2026-02-27 16:00,ARB/USD,mean_reversion,0.10303,0.100454,-2.9863,stop_loss,3.0
2026-02-27 17:30,RENDER/USD,mean_reversion,1.43474,1.398871,-2.9863,stop_loss,4.5
2026-02-28 19:30,SOL/USD,breakout,80.49645,83.313826,2.9838,take_profit,5.5
2026-03-01 01:45,SOL/USD,breakout,83.4335,86.353672,2.9838,take_profit,5.5
2026-03-01 02:00,ETH/USD,breakout,1960.825,2029.453875,2.9838,take_profit,5.8
2026-03-01 20:15,LTC/USD,breakout,54.1346,52.781235,-2.9863,stop_loss,24.8
2026-03-01 20:30,ARB/USD,mean_reversion,0.098609,0.096144,-2.9863,stop_loss,1.5
2026-03-01 22:00,SOL/USD,mean_reversion,83.6406,81.549585,-2.9863,stop_loss,3.0
2026-03-01 22:00,UNI/USD,mean_reversion,3.700435,3.607924,-2.9863,stop_loss,1.8
2026-03-02 15:30,BTC/USD,breakout,68428.497,70823.494395,2.9838,take_profit,0.5
2026-03-02 15:45,BTC/USD,breakout,69514.0725,67776.220687,-2.9863,stop_loss,0.2
2026-03-02 17:30,ADA/USD,breakout,0.288247,0.281041,-2.9863,stop_loss,1.5
2026-03-03 02:15,AVAX/USD,breakout,9.31915,9.086171,-2.9863,stop_loss,11.2
2026-03-03 08:30,ETH/USD,breakout,2027.861,1977.164475,-2.9863,stop_loss,17.5
2026-03-04 09:30,DOT/USD,breakout,1.537865,1.59169,2.9838,take_profit,17.2
2026-03-04 15:00,DOT/USD,mean_reversion,1.52115,1.57439,2.9838,take_profit,1.5
2026-03-04 16:00,DOGE/USD,breakout,0.096044,0.099405,2.9838,take_profit,1.0
2026-03-05 05:30,RENDER/USD,breakout,1.425645,1.390004,-2.9863,stop_loss,13.2
2026-03-05 15:15,SOL/USD,breakout,91.5595,89.270512,-2.9863,stop_loss,23.0
2026-03-05 16:00,LINK/USD,breakout,9.396535,9.161622,-2.9863,stop_loss,24.5
2026-03-06 02:45,ARB/USD,mean_reversion,0.101385,0.104933,2.9838,take_profit,8.8
2026-03-06 13:30,DOGE/USD,mean_reversion,0.094444,0.097749,2.9838,take_profit,23.0
2026-03-06 14:00,ADA/USD,mean_reversion,0.268894,0.262172,-2.9863,stop_loss,21.2
2026-03-10 17:00,AVAX/USD,breakout,9.8975,9.650063,-2.9863,stop_loss,0.8
2026-03-10 18:15,DOGE/USD,breakout,0.098475,0.096013,-2.9863,stop_loss,3.2
2026-03-10 18:15,SHIB/USD,breakout,6e-06,6e-06,-2.9863,stop_loss,3.2
2026-03-11 04:15,PEPE/USD,mean_reversion,3e-06,3e-06,2.9838,take_profit,9.5
2026-03-11 05:30,ARB/USD,mean_reversion,0.098595,0.102046,2.9838,take_profit,10.8
2026-03-11 07:30,ADA/USD,mean_reversion,0.263755,0.257161,-2.9863,stop_loss,12.8
2026-03-13 14:45,AAVE/USD,breakout,118.645,115.678875,-2.9863,stop_loss,1.2
2026-03-13 15:45,ETH/USD,breakout,2183.94,2129.3415,-2.9863,stop_loss,2.5
2026-03-13 15:45,UNI/USD,breakout,4.16888,4.064658,-2.9863,stop_loss,2.5
2026-03-13 18:30,RENDER/USD,mean_reversion,1.788,1.85058,2.9838,take_profit,2.2
2026-03-13 19:00,PEPE/USD,mean_reversion,3e-06,3e-06,-2.9863,stop_loss,3.2
2026-03-14 03:15,RENDER/USD,mean_reversion,1.7845,1.846957,2.9838,take_profit,4.8
2026-03-14 09:45,LINK/USD,mean_reversion,9.176,8.9466,-2.9863,stop_loss,15.2
2026-03-15 18:00,BTC/USD,mean_reversion,71218.092,71737.995,0.2276,timeout,48.0
2026-03-16 04:15,ETH/USD,breakout,2183.8845,2260.320457,2.9838,take_profit,5.5
2026-03-16 20:45,FIL/USD,breakout,0.968044,1.001926,2.9838,take_profit,2.5
2026-03-16 21:30,SHIB/USD,mean_reversion,6e-06,6e-06,2.9838,take_profit,7.8
2026-03-18 11:30,ETH/USD,breakout,2340.485,2281.972875,-2.9863,stop_loss,41.0
2026-03-20 00:00,RENDER/USD,mean_reversion,1.6409,1.698331,2.9838,take_profit,10.2
2026-03-21 17:15,FIL/USD,breakout,0.971619,0.947329,-2.9863,stop_loss,1.5
2026-03-24 14:45,ADA/USD,breakout,0.25999,0.26909,2.9838,take_profit,25.8
2026-03-25 06:15,LINK/USD,breakout,9.028085,9.344068,2.9838,take_profit,41.2
2026-03-25 12:00,AVAX/USD,breakout,9.45565,9.786598,2.9838,take_profit,47.0
2026-03-26 09:30,PEPE/USD,breakout,3e-06,3e-06,-2.9863,stop_loss,35.5
2026-03-28 19:00,DOGE/USD,breakout,0.09441,0.09205,-2.9863,stop_loss,3.8
2026-04-01 12:30,SHIB/USD,mean_reversion,6e-06,6e-06,2.9838,take_profit,40.5
2026-04-01 17:00,ETH/USD,breakout,2086.2085,2159.225798,2.9838,take_profit,26.8
2026-04-02 01:00,SOL/USD,mean_reversion,82.514,80.45115,-2.9863,stop_loss,4.5
2026-04-02 19:45,RENDER/USD,breakout,1.78128,1.843625,2.9838,take_profit,5.2
2026-04-03 07:30,RENDER/USD,breakout,1.86405,1.929292,2.9838,take_profit,11.5
2026-04-03 12:30,UNI/USD,mean_reversion,3.19252,3.304258,2.9838,take_profit,21.8
2026-04-07 22:00,ARB/USD,breakout,0.097085,0.100483,2.9838,take_profit,1.5
2026-04-07 22:15,AAVE/USD,breakout,89.291,92.416185,2.9838,take_profit,2.0
2026-04-07 22:30,ADA/USD,breakout,0.254675,0.263588,2.9838,take_profit,0.5
2026-04-07 22:45,SOL/USD,breakout,81.935,84.802725,2.9838,take_profit,2.8
2026-04-07 23:15,ETH/USD,breakout,2178.03,2254.26105,2.9838,take_profit,0.8
2026-04-08 13:30,AVAX/USD,breakout,9.35114,9.67843,2.9838,take_profit,14.8
2026-04-09 22:30,BTC/USD,breakout,70753.989,72335.351375,1.7251,timeout,48.0
2026-04-10 00:00,AVAX/USD,breakout,9.55875,9.319781,-2.9863,stop_loss,1.5
2026-04-10 00:15,DOT/USD,breakout,1.3236,1.29051,-2.9863,stop_loss,2.2
2026-04-11 22:15,PEPE/USD,breakout,4e-06,4e-06,2.9838,take_profit,2.5
2026-04-13 16:00,RENDER/USD,breakout,1.91647,1.868558,-2.9863,stop_loss,1.2
2026-04-14 14:30,ETH/USD,breakout,2326.6035,2408.034622,2.9838,take_profit,16.2
2026-04-14 18:45,FIL/USD,breakout,0.909042,0.886316,-2.9863,stop_loss,21.0
2026-04-14 18:45,PEPE/USD,mean_reversion,4e-06,4e-06,2.9838,take_profit,0.5
2026-04-14 22:15,SOL/USD,breakout,85.635,83.494125,-2.9863,stop_loss,24.0
2026-04-15 19:30,DOGE/USD,mean_reversion,0.093208,0.09647,2.9838,take_profit,24.8
2026-04-16 15:30,AAVE/USD,breakout,105.53,109.22355,2.9838,take_profit,25.2
2026-04-16 18:45,ADA/USD,breakout,0.249808,0.258551,2.9838,take_profit,23.2
2026-04-16 19:30,DOT/USD,breakout,1.296815,1.342204,2.9838,take_profit,6.5
2026-04-16 21:15,ARB/USD,breakout,0.131412,0.128127,-2.9863,stop_loss,1.8
2026-04-17 05:45,ADA/USD,breakout,0.258973,0.252499,-2.9863,stop_loss,11.0
2026-04-17 13:45,SHIB/USD,breakout,6e-06,6e-06,2.9838,take_profit,19.8
2026-04-17 14:15,PEPE/USD,breakout,4e-06,4e-06,2.9838,take_profit,0.2
2026-04-17 15:45,PEPE/USD,breakout,4e-06,4e-06,2.9838,take_profit,1.5
2026-04-18 08:30,ETH/USD,breakout,2437.905,2376.957375,-2.9863,stop_loss,18.8
2026-04-18 08:30,RENDER/USD,mean_reversion,1.88,1.833,-2.9863,stop_loss,12.0
2026-04-18 11:00,BTC/USD,breakout,78056.1215,76104.718462,-2.9863,stop_loss,20.5
2026-04-18 19:30,AAVE/USD,mean_reversion,105.908,103.2603,-2.9863,stop_loss,0.5
2026-04-20 12:30,ARB/USD,mean_reversion,0.1244,0.128754,2.9838,take_profit,17.8
2026-04-22 04:30,ARB/USD,mean_reversion,0.123896,0.128232,2.9838,take_profit,8.8
2026-04-24 09:00,AAVE/USD,breakout,95.10375,92.726156,-2.9863,stop_loss,11.5
2026-04-24 19:00,ARB/USD,breakout,0.132085,0.128783,-2.9863,stop_loss,6.0
2026-04-29 18:00,SHIB/USD,mean_reversion,6e-06,6e-06,-2.9863,stop_loss,4.2
2026-04-29 18:00,PEPE/USD,mean_reversion,4e-06,4e-06,-2.9863,stop_loss,4.2
2026-04-29 18:00,ARB/USD,mean_reversion,0.126475,0.123313,-2.9863,stop_loss,4.0
2026-04-30 00:15,DOGE/USD,mean_reversion,0.10186,0.105425,2.9838,take_profit,6.2
2026-04-30 00:30,FIL/USD,mean_reversion,0.891871,0.923086,2.9838,take_profit,5.8
2026-05-01 18:30,RENDER/USD,mean_reversion,1.675965,1.71938,2.0788,timeout,48.0
2026-05-03 21:15,RENDER/USD,breakout,1.7909,1.853581,2.9838,take_profit,23.5
2026-05-05 13:00,UNI/USD,mean_reversion,3.26415,3.378395,2.9838,take_profit,24.0
2026-05-05 14:00,RENDER/USD,mean_reversion,1.819845,1.88354,2.9838,take_profit,25.0
2026-05-05 22:45,FIL/USD,breakout,0.988425,0.963714,-2.9863,stop_loss,2.0
2026-05-07 01:00,PEPE/USD,breakout,4e-06,4e-06,-2.9863,stop_loss,28.5
2026-05-07 07:30,RENDER/USD,mean_reversion,1.92642,1.993845,2.9838,take_profit,17.8
2026-05-07 14:30,UNI/USD,mean_reversion,3.42055,3.335036,-2.9863,stop_loss,24.5
2026-05-08 16:00,FIL/USD,breakout,1.24677,1.215601,-2.9863,stop_loss,0.2
2026-05-08 17:30,ARB/USD,breakout,0.136905,0.141697,2.9838,take_profit,1.2
2026-05-10 01:00,DOT/USD,breakout,1.37126,1.336978,-2.9863,stop_loss,30.8
2026-05-10 17:15,SOL/USD,breakout,92.3195,95.550682,2.9838,take_profit,46.8
2026-05-10 17:45,LINK/USD,breakout,10.41635,10.780922,2.9838,take_profit,47.8
2026-05-10 20:30,PEPE/USD,breakout,5e-06,4e-06,-2.9863,stop_loss,1.8
2026-05-10 20:45,AVAX/USD,breakout,10.3925,10.132687,-2.9863,stop_loss,2.5
2026-05-11 03:30,ADA/USD,breakout,0.281565,0.274526,-2.9863,stop_loss,11.8
2026-05-11 03:30,RENDER/USD,mean_reversion,1.99225,1.942444,-2.9863,stop_loss,6.2
2026-05-12 01:30,FIL/USD,mean_reversion,1.131,1.102725,-2.9863,stop_loss,27.5
2026-05-12 01:30,AAVE/USD,breakout,102.35,99.79125,-2.9863,stop_loss,7.0
2026-05-12 08:30,SOL/USD,breakout,97.89,95.44275,-2.9863,stop_loss,16.5
2026-05-13 15:30,DOT/USD,mean_reversion,1.3615,1.327462,-2.9863,stop_loss,2.2
2026-05-13 15:45,LINK/USD,mean_reversion,10.3534,10.094565,-2.9863,stop_loss,2.8
2026-05-15 02:30,UNI/USD,breakout,3.7825,3.687938,-2.9863,stop_loss,10.2
2026-05-15 05:30,PEPE/USD,mean_reversion,4e-06,4e-06,-2.9863,stop_loss,39.2
2026-05-15 05:30,AVAX/USD,breakout,10.035,9.784125,-2.9863,stop_loss,14.8
2026-05-18 14:30,BCH/USD,breakout,376.705,367.287375,-2.9863,stop_loss,1.2
2026-05-19 14:45,UNI/USD,breakout,3.53011,3.441857,-2.9863,stop_loss,16.8
2026-05-21 18:45,ARB/USD,breakout,0.112183,0.116109,2.9838,take_profit,3.5
2026-05-22 18:45,DOT/USD,breakout,1.30195,1.269401,-2.9863,stop_loss,22.8
2026-05-22 18:45,RENDER/USD,mean_reversion,1.97395,1.924601,-2.9863,stop_loss,2.5
2026-05-23 20:30,UNI/USD,breakout,3.40976,3.529102,2.9838,take_profit,3.8
2026-05-23 20:30,FIL/USD,breakout,0.98079,1.015118,2.9838,take_profit,1.2
2026-05-23 20:45,ARB/USD,breakout,0.10805,0.111832,2.9838,take_profit,4.2
2026-05-24 03:30,AAVE/USD,breakout,88.26485,86.058229,-2.9863,stop_loss,7.0
2026-05-24 14:00,AVAX/USD,breakout,9.450041,9.21379,-2.9863,stop_loss,17.5
2026-05-24 14:00,ETH/USD,breakout,2143.457,2089.870575,-2.9863,stop_loss,17.2
2026-05-25 14:15,RENDER/USD,breakout,2.12615,2.200565,2.9838,take_profit,0.5
2026-05-26 00:30,RENDER/USD,breakout,2.20125,2.146219,-2.9863,stop_loss,9.5
2026-05-27 21:30,UNI/USD,mean_reversion,3.24844,3.362135,2.9838,take_profit,27.5
2026-05-27 21:45,ETH/USD,mean_reversion,2072.12,2020.317,-2.9863,stop_loss,27.5
2026-05-28 03:15,AVAX/USD,mean_reversion,9.177595,8.948155,-2.9863,stop_loss,33.0
2026-05-28 14:00,RENDER/USD,mean_reversion,1.95022,2.018478,2.9838,take_profit,0.2
2026-05-28 17:30,RENDER/USD,mean_reversion,1.9396,2.007486,2.9838,take_profit,3.0
2026-05-29 14:45,RENDER/USD,mean_reversion,1.97755,2.046764,2.9838,take_profit,1.2
2026-05-29 18:45,FIL/USD,breakout,0.9769,1.011091,2.9838,take_profit,0.8
2026-05-30 04:15,DOT/USD,mean_reversion,1.183,1.224405,2.9838,take_profit,6.5
2026-05-30 05:00,RENDER/USD,mean_reversion,1.9675,2.036363,2.9838,take_profit,7.8
2026-05-31 14:00,RENDER/USD,breakout,2.08515,2.15813,2.9838,take_profit,22.0
2026-05-31 21:45,RENDER/USD,mean_reversion,2.02805,2.099032,2.9838,take_profit,6.2
2026-06-01 14:15,RENDER/USD,mean_reversion,1.98018,2.049486,2.9838,take_profit,0.5
2026-06-01 15:30,RENDER/USD,mean_reversion,1.96649,2.035317,2.9838,take_profit,0.2
2026-06-02 18:30,FIL/USD,mean_reversion,0.899985,0.877485,-2.9863,stop_loss,2.5
2026-06-02 19:30,AVAX/USD,mean_reversion,8.3974,8.187465,-2.9863,stop_loss,2.8
2026-06-02 21:30,RENDER/USD,mean_reversion,2.065965,2.138274,2.9838,take_profit,1.5
2026-06-02 23:15,AAVE/USD,mean_reversion,74.227,72.371325,-2.9863,stop_loss,1.2
2026-06-02 23:15,RENDER/USD,mean_reversion,2.068645,2.016929,-2.9863,stop_loss,1.2
2026-06-04 17:30,UNI/USD,breakout,2.701055,2.633529,-2.9863,stop_loss,2.5
