min_edge,trades,hit_rate,total_pnl,final_equity,roi_pct,avg_yield_pct
0.0,329.0,0.4316109422492401,1747.6718814509118,2747.671881450912,174.7671881450912,53.12072587996693
0.03,327.0,0.43119266055045874,767.6718814509119,1767.6718814509122,76.76718814509123,23.476204325715962
0.05,327.0,0.43119266055045874,767.6718814509119,1767.6718814509122,76.76718814509123,23.476204325715962
0.08,327.0,0.43119266055045874,767.6718814509119,1767.6718814509122,76.76718814509123,23.476204325715962
0.1,326.0,0.4294478527607362,765.6310651243813,1765.6310651243816,76.56310651243817,23.485615494612926
