min_edge,trades,hit_rate,total_pnl,final_equity,roi_pct,staking
0.0,328.0,0.4298780487804878,-970.5197864600998,29.480213539899758,-97.05197864601003,kelly
0.03,326.0,0.4294478527607362,-982.0506994914258,17.949300508573852,-98.20506994914261,kelly
0.05,326.0,0.4294478527607362,-982.0506994914258,17.949300508573852,-98.20506994914261,kelly
0.08,326.0,0.4294478527607362,-982.0506994914258,17.949300508573852,-98.20506994914261,kelly
0.1,325.0,0.4276923076923077,-982.4971995040769,17.502800495922767,-98.24971995040772,kelly
